node,cpu_energy_mj,lpm_energy_mj,radio_tx_energy_mj,radio_rx_energy_mj,node_time,total_sent,total_received,bytes_tx,bytes_rx,r2n_latency,lqi,rssi,server_sent,server_received,server_bytes_rx,n2r_latency,hops,rtt_latency,root_time_now
fd00::202:2:2:2,18,0,0,8,1368871,129,134,60,12,44,100,-52,134,263,60,49,0,57,1368920
fd00::202:2:2:2,18,0,0,8,1379402,130,135,60,12,54,100,-52,135,265,60,18,0,62,1379420
fd00::202:2:2:2,18,0,0,8,1389931,131,136,60,12,64,100,-52,137,267,60,60,0,67,1389991
fd00::202:2:2:2,18,0,0,8,1400462,132,138,60,12,14,100,-52,138,270,60,28,0,42,1400490
fd00::202:2:2:2,18,0,0,8,1410993,133,139,60,12,24,100,-52,139,272,60,67,0,47,1411060
fd00::202:2:2:2,18,0,0,8,1421524,134,140,60,12,34,100,-52,140,274,60,36,0,52,1421560
fd00::202:2:2:2,18,0,0,8,1432055,135,141,60,12,44,100,-52,141,276,60,75,0,57,1432130
fd00::202:2:2:2,18,0,0,8,1442586,136,142,60,12,54,100,-52,142,278,60,44,0,62,1442630
fd00::202:2:2:2,18,0,0,8,1453117,137,143,60,12,64,100,-52,143,280,60,13,0,67,1453130
fd00::202:2:2:2,18,0,0,8,1463648,138,144,60,12,74,100,-52,144,282,60,52,0,72,1463700
fd00::202:2:2:2,18,0,0,8,1474181,139,145,60,12,14,100,-52,145,284,60,19,0,42,1474200
fd00::202:2:2:2,18,0,0,8,1484710,140,146,60,12,24,100,-52,146,286,60,60,0,47,1484770
fd00::202:2:2:2,18,0,0,8,1495241,141,147,60,12,34,100,-52,147,288,60,29,0,52,1495270
fd00::202:2:2:2,18,0,0,8,1505774,142,148,60,12,44,100,-52,148,290,60,66,0,57,1505840
fd00::202:2:2:2,18,0,0,8,1516305,143,149,60,12,54,100,-52,149,292,60,35,0,62,1516340
fd00::202:2:2:2,18,0,0,8,1526834,144,150,60,12,64,100,-52,150,294,60,6,0,67,1526840
fd00::202:2:2:2,18,0,0,8,1537365,145,151,60,12,74,100,-52,151,296,60,45,0,72,1537410
fd00::202:2:2:2,18,0,0,8,1547896,146,152,60,12,14,100,-52,152,298,60,14,0,42,1547910
fd00::202:2:2:2,18,0,0,8,1558429,147,153,60,12,24,100,-52,153,300,60,51,0,47,1558480
fd00::202:2:2:2,18,0,0,8,1568960,148,154,60,12,34,100,-52,154,302,60,20,0,52,1568980
fd00::202:2:2:2,18,0,0,8,1579491,149,155,60,12,44,100,-52,155,304,60,59,0,57,1579550
fd00::202:2:2:2,18,0,0,8,1590020,150,156,60,12,54,100,-52,157,306,60,100,0,62,1590120
fd00::202:2:2:2,18,0,0,8,1600551,151,158,60,12,74,100,-52,158,309,60,69,0,72,1600620
fd00::202:2:2:2,18,0,0,8,1611082,152,159,60,12,14,100,-52,159,311,60,38,0,42,1611120
fd00::202:2:2:2,18,0,0,8,1621613,153,160,60,12,24,100,-52,160,313,60,7,0,47,1621620
fd00::202:2:2:2,18,0,0,8,1632144,154,161,60,12,34,100,-52,161,315,60,46,0,52,1632190
